nom_lieu,note_moyenne
Maillard Café,4.6
Dupuy Bodin S.A.R.L. Café,3.5
Thibault Aubry S.A. Café,3.4
Pons Café,4.7
Dumas S.A. Café,3.3
Gosselin Café,4.9
Lagarde Perrot SA Café,4.5
Vallée Café,3.9
Roy Café,3.4
Lefort Bonnet S.A.S. Café,3.1
Potier Renaud SARL Café,3.4
Fischer Roche et Fils Café,3.9
Rossi et Fils Café,3.9
Lévêque Hubert et Fils Café,3.1
Meunier Café,3.5
Legendre Benard et Fils Café,4.4
Fontaine SA Café,3.2
Lesage Mathieu S.A.S. Café,3.5
Verdier Café,4.2
Fernandes Collet S.A. Café,3.1
Courtois S.A.R.L. Café,3.4
Jacquot Café,4.5
Bourgeois S.A.R.L. Café,4.9
Charles S.A.R.L. Café,3.4
Clément Café,3.5
Léger Café,4.0
Vallée Café,3.1
Chauveau Café,4.3
Pichon Café,3.2
Da Silva Café,3.5
Rousseau Café,4.2
Menard et Fils Café,4.6
Gomes Roy et Fils Café,4.6
Texier S.A.R.L. Café,4.2
Fischer Café,4.4
Moreno Devaux SA Café,4.3
Gauthier Café,4.3
Lévy Texier S.A. Café,4.0
Lesage S.A.S. Café,4.1
Pierre S.A. Café,4.8
Gautier S.A.R.L. Café,4.4
Lévy SA Café,3.0
Leleu Wagner et Fils Café,3.2
Delahaye Martineau SARL Café,4.0
Brunel Café,4.6
Millet Café,4.9
Imbert Café,4.1
Roger Café,4.6
Robin Café,4.4
Mercier Café,3.7
Alves S.A.R.L. Café,4.4
Weiss Café,4.1
Lejeune et Fils Café,4.1
Mercier Klein SA Café,3.3
Picard Café,3.8
Roger et Fils Café,4.2
Noël SA Café,3.8
Leduc Café,3.8
Chauvin Seguin S.A.S. Café,3.6
Lejeune et Fils Café,4.2
Martins S.A. Café,4.4
Bertrand Léger S.A.S. Café,3.2
Jacquot SA Café,3.2
Blin Café,3.8
Monnier Café,3.3
Giraud Café,4.0
Hamel Petit et Fils Café,4.6
Moreno Café,4.4
Bertrand Café,3.9
Lambert Café,4.9
Prévost Café,4.4
Gaudin Café,3.5
Leclerc Café,3.4
Humbert Gérard S.A. Café,3.6
Moulin Café,3.1
Ferrand Étienne SARL Café,4.1
Martins S.A.S. Café,4.7
Toussaint Leclercq SA Café,3.0
Georges Café,4.4
Goncalves Café,4.3
Berthelot Lefèvre S.A.S. Café,4.3
Dupré Café,3.2
Bodin Marin SA Café,3.1
Lopes S.A. Café,4.2
Baudry Café,4.9
Antoine SARL Café,4.0
Colas Café,4.4
Mallet Café,3.3
Ferreira Boucher S.A.S. Café,4.4
Lombard Café,4.6
Benoit Allain SA Café,3.8
Pasquier Café,3.9
Lebreton Café,4.9
Gaillard Café,4.2
Fabre Café,3.1
Joly Café,4.3
Berthelot Café,4.5
Valette S.A.R.L. Café,3.0
Gosselin Raymond SA Café,3.2
Baron Lemaître SA Café,4.3
Laporte Olivier SARL Café,3.2
Dias S.A.R.L. Café,3.1
Robert Café,4.7
Dupont SA Café,4.0
Mace Café,3.2
Barthelemy Café,4.4
Marie Café,4.4
Gilles et Fils Café,3.7
Perret Café,3.3
Guillot Barbe S.A. Café,4.5
Legros Café,4.9
Dijoux S.A.R.L. Café,3.4
Nguyen Café,4.2
Chrétien Ramos S.A.R.L. Café,3.6
Jacob Adam S.A.R.L. Café,3.7
Noël et Fils Café,3.1
Thibault De Oliveira S.A.R.L. Café,3.2
Duhamel et Fils Café,3.8
Leconte Café,3.1
Marchand Café,4.6
Lucas Café,3.1
Baron Café,3.7
Delattre Café,3.9
Loiseau S.A. Café,4.7
Boulay Bernier SA Café,4.4
Lamy Café,4.3
Perez SA Café,3.5
Nicolas S.A. Café,4.1
Benoit Café,3.7
Charrier S.A.S. Café,4.9
Étienne Pages S.A.S. Café,4.9
Hernandez Café,3.6
Becker S.A.S. Café,4.3
Evrard S.A.S. Café,3.8
Blot Café,3.5
Bruneau Richard SA Café,4.9
Clément SARL Café,4.7
Paris Café,3.9
Gay S.A. Café,3.3
Bègue Perrier SARL Café,4.6
Fischer Vallée S.A.R.L. Café,3.5
Bernard Café,3.8
Lopes Café,3.9
Clément SARL Café,4.4
Alexandre Café,3.9
Texier Lebreton et Fils Café,4.7
Maréchal Vasseur SARL Café,3.6
Ferrand Café,4.8
Maillard Girard S.A.S. Café,3.7
Loiseau Baudry S.A. Café,3.9
Masse Café,4.1
Turpin Café,3.9
Thibault et Fils Café,3.5
Leclercq Guillet S.A.S. Café,4.9
Garcia SA Café,3.4
Lebon Café,3.6
Fernandes S.A.R.L. Café,3.4
Jacquot Café,4.9
Collin SARL Café,3.2
Fernandez Parent S.A.S. Café,4.7
Marchand SA Café,3.5
Mahe Café,4.7
Martineau Café,4.1
Devaux Café,4.1
Moulin Traore et Fils Café,4.5
Legrand Leclercq S.A.S. Café,3.3
Vidal Martins SARL Café,3.0
Boulanger Café,4.9
Fleury Café,3.7
Nguyen SARL Café,4.0
Merle Café,3.7
Huet et Fils Café,4.1
Rivière Deschamps S.A.S. Café,4.8
Raymond et Fils Café,4.0
Riou et Fils Café,4.9
Alexandre SARL Café,4.4
Reynaud SARL Café,3.8
Rousset Café,3.9
Morvan Café,3.8
Lemonnier Maury S.A.S. Café,4.5
Perret Diaz SA Café,4.2
Godard Café,3.6
Masson Aubry S.A.S. Café,3.8
Courtois Verdier SARL Café,4.0
Boulay SA Café,3.9
Labbé Café,3.8
Teixeira Café,4.0
Pichon Café,3.3
Hervé Café,3.1
Fischer Café,3.3
Dupré Café,3.7
Lebrun Café,4.4
Leclercq Café,4.3
Pinto Café,3.9
Delaunay Café,3.6
Charles S.A.R.L. Café,3.6
Ribeiro Café,3.2
François Café,4.0
Julien Café,3.1
Renault Café,4.1
Guillou Café,4.9
Tessier Lévy et Fils Café,4.5
Thomas Diaz et Fils Café,3.1
Loiseau Lebrun SA Café,4.3
Bonneau SA Café,4.7
Couturier Café,3.6
Masse Café,4.5
Boyer Buisson et Fils Café,4.0
Cohen Café,3.8
Pascal S.A.R.L. Café,3.8
Duhamel Café,3.7
Didier Delannoy S.A.S. Café,4.2
Bousquet Café,3.6
Denis Café,3.5
Rodriguez Café,4.4
Roche Peltier S.A.S. Café,3.7
Delorme Torres SARL Café,4.5
Thierry Café,3.8
Daniel Café,4.9
Besson Café,4.0
Brunel Café,4.5
Besnard Picard SARL Café,4.3
Boyer Café,3.2
De Sousa Roussel et Fils Café,3.1
Gaudin S.A.S. Café,3.8
Michaud Café,4.5
Dumont Café,4.7
Henry S.A.R.L. Café,4.7
Pascal S.A. Café,3.5
Bourgeois Bernard SARL Café,3.9
Antoine Boutin SARL Café,4.7
Rodriguez Turpin S.A.S. Café,4.1
Richard SARL Café,5.0
Voisin Café,3.1
Meunier SA Café,4.2
Duhamel S.A. Café,4.6
Dos Santos Café,3.5
Barbier S.A. Café,3.0
Hardy Café,4.9
Morvan Café,4.1
Nicolas Café,4.8
Cousin S.A.R.L. Café,3.1
Dubois Café,3.4
Meyer et Fils Café,4.1
Mallet Café,4.2
Lacombe Marchal SA Café,4.3
Caron S.A.R.L. Café,4.1
Millet Café,3.8
Bazin Café,4.4
Benard Valentin S.A.R.L. Café,4.5
Perrot Café,4.8
Guillon Guérin SARL Café,4.5
Masse Café,3.6
Briand Café,4.4
Renard S.A.S. Café,4.1
Thomas Simon SA Café,3.9
Blanc Thibault SA Café,3.2
Rivière Café,4.7
Rossi et Fils Café,4.7
Legrand Café,3.8
Meyer Andre SA Café,4.9
Maréchal S.A.R.L. Café,3.2
Weiss Café,3.3
Daniel SARL Café,4.5
Martinez Café,3.9
Hamon Café,4.6
Courtois Charpentier S.A. Café,4.6
Langlois Café,3.0
Garcia Café,3.0
Perez Ollivier S.A. Café,3.1
Payet Mallet S.A.R.L. Café,4.6
Delaunay S.A.R.L. Café,3.7
Meyer SARL Café,3.0
Devaux et Fils Café,3.4
Fontaine Café,3.2
Marty S.A.R.L. Café,4.1
Leconte Pasquier SARL Café,3.7
Chauvin Café,3.5
Martinez S.A.S. Café,3.5
Riou S.A. Café,4.3
Dupuy Ollivier SA Café,3.0
Pereira Café,4.0
Martins S.A.R.L. Café,3.9
Julien Café,3.8
Delannoy SA Café,3.6
Hoareau Café,4.4
Dufour Café,3.3
Perret et Fils Café,4.9
Dupuy Café,3.9
Charrier Fleury et Fils Café,4.8
Mathieu Café,3.2
Bouvet Gilles S.A.R.L. Café,3.3
Normand Durand SA Café,3.5
Martins Café,3.0
Thierry Robin S.A. Café,3.2
Carpentier SA Café,3.2
Gimenez Café,4.8
Lebrun Café,4.4
Fontaine SARL Café,3.1
Maillot Café,3.3
Riou Hoarau SA Café,3.5
Thomas Berthelot S.A.R.L. Café,4.9
Grondin et Fils Café,3.8
Barbe SARL Café,3.3
Morin S.A.R.L. Café,3.7
Delmas Café,4.3
Lebon Café,4.8
Gauthier et Fils Café,4.5
Deschamps Guichard SARL Café,3.9
Fleury Olivier SARL Café,3.2
Morel Café,3.5
Philippe Café,3.4
Besson Café,4.7
Dufour Café,4.6
Roger Bonnin S.A. Café,4.0
Bourdon et Fils Café,4.0
Julien Café,3.6
Laurent Café,3.8
Teixeira Café,4.2
Bouvier Café,3.6
Dupré Blanchet et Fils Café,4.8
Costa Café,4.5
Merle Café,4.8
Roussel Café,4.1
Diaz Café,4.1
Klein Café,4.2
Diaz Café,4.3
Vincent Café,3.6
Laine Valette SA Café,4.8
Boulay et Fils Café,3.3
Grondin SA Café,4.4
Rodriguez S.A.R.L. Café,4.1
Gallet Adam S.A. Café,3.2
Guyot Meunier S.A.S. Café,3.8
Vallet Brun S.A. Café,3.2
Faivre Café,3.5
Vidal Café,3.7
Clerc Café,4.1
Martin Berger S.A.R.L. Café,5.0
Besnard Café,4.6
Vallée S.A. Café,4.5
Delaunay S.A. Café,4.2
Hoarau et Fils Café,4.2
Marion S.A. Café,3.3
Bruneau Café,4.1
Renaud Café,4.1
Ruiz Blanchet S.A.R.L. Café,3.2
Gautier Buisson S.A.S. Café,4.9
Guillon Meunier et Fils Café,3.7
Carlier Café,3.8
Renard Café,4.8
Menard Bègue et Fils Café,3.4
Bouvier S.A.S. Café,3.1
Langlois SARL Café,4.5
Bourgeois Café,4.4
Petit Café,4.6
Paris Colas SARL Café,3.3
Delattre Bernier S.A.S. Café,3.6
Adam SA Café,4.6
Pottier Café,3.2
Grégoire SARL Café,4.0
Meunier et Fils Café,3.2
Payet Café,3.7
Camus SA Café,4.2
Jean Café,3.5
Martel Da Costa SA Café,3.5
Mace Café,4.9
Pineau Buisson et Fils Café,5.0
Dijoux SARL Café,4.4
Dos Santos Café,3.1
Loiseau Guilbert S.A.R.L. Café,3.5
Joubert Besson S.A. Café,5.0
Martins Chevalier SARL Café,4.3
Evrard Café,3.9
Boucher S.A.S. Café,3.9
Guichard Café,4.8
Michaud Martinez S.A.S. Café,4.4
Moreau SA Café,3.5
Valette Café,4.8
Loiseau Café,3.9
Foucher S.A. Café,3.8
Ramos Café,4.9
Laroche Café,4.2
Boutin S.A.R.L. Café,4.9
Monnier Café,3.2
Charrier Café,3.4
Monnier SA Café,3.8
Andre Café,3.1
Baudry S.A. Café,3.4
Bonneau et Fils Café,3.6
Chevalier Café,4.7
Morel Da Costa SA Café,4.6
Collet SA Café,4.3
Jacquet S.A.R.L. Café,4.3
Germain Café,3.1
Chauveau Café,3.8
Marie Café,3.1
Bonneau S.A.R.L. Café,3.9
Guyon S.A.S. Café,3.8
Besnard Café,3.5
Leblanc Garcia SA Café,3.4
Pages S.A.R.L. Café,3.7
Renault Café,3.2
Joubert Café,3.7
Moreno Delmas SARL Café,4.5
Deschamps Café,3.9
Marchand S.A. Café,3.7
Ferrand Café,3.1
Michel Café,3.3
Loiseau Café,4.3
Leroy Pereira et Fils Café,3.9
Devaux Café,4.7
Schmitt Café,4.2
Bruneau Café,3.6
Vasseur Café,3.7
Benoit Café,4.5
Leclercq Berthelot SA Café,3.4
Besson Didier S.A.S. Café,3.6
Marques Tanguy S.A.S. Café,3.9
Neveu Café,4.6
Vallée Dufour S.A.R.L. Café,3.8
Baron Café,4.5
Descamps SA Café,4.0
Le Gall Café,3.2
Lemaître Café,3.9
Chauvet Café,3.7
Regnier Café,3.7
Regnier Café,3.0
Dupré SARL Café,4.3
Lebreton Philippe S.A.R.L. Café,4.1
Nguyen et Fils Café,4.3
Torres Café,4.3
Pereira Bonnet SARL Café,4.3
Becker Laroche S.A.R.L. Café,3.1
Colas Café,4.0
Sanchez S.A.R.L. Café,4.3
Renard SA Café,4.9
Diaz Café,4.1
Fernandes Café,4.5
Gérard SA Café,3.4
Bouvet Café,3.3
Roger Café,3.7
Noël Café,5.0
Leleu Léger S.A. Café,4.5
Faivre Café,4.9
Valette Café,3.1
Pelletier Café,5.0
Paul Dupuis et Fils Café,4.8
Bouvier Café,3.4
Colas S.A. Café,4.9
Barthelemy Fernandez S.A.S. Café,3.8
Hervé Antoine SARL Café,5.0
Aubry Café,3.1
Guillon Jacquet S.A.S. Café,3.6
Michel S.A.S. Café,4.8
Turpin S.A.S. Café,3.4
Philippe Café,3.6
Morvan Café,4.1
Delaunay S.A.R.L. Café,4.4
Lejeune Boulanger SARL Café,3.0
Gaudin Café,3.5
Ferreira Meyer S.A. Café,3.6
Brun S.A. Café,4.9
Morin Café,4.0
Gillet Dupré S.A.R.L. Café,4.8
Monnier Café,4.4
Gaudin S.A.S. Café,3.5
Hamel S.A.S. Café,4.5
Fernandez Descamps S.A. Café,4.8
Marion Café,4.8
Laroche Café,4.9
Ollivier Café,3.3
De Sousa et Fils Café,4.4
Michel Lévêque et Fils Café,4.9
Pons S.A.R.L. Café,3.9
Meyer Café,4.8
Pascal Café,4.3
Roger Café,3.3
Ribeiro Café,3.4
Jourdan Café,4.1
Berthelot SA Café,4.2
Delorme Café,5.0
Dos Santos SA Café,4.1
Huet Fischer S.A. Café,3.9
Clément Café,4.5
Ollivier S.A.S. Café,3.9
Charles Café,4.8
François Café,3.1
Pereira SA Café,4.7
Bigot Café,4.2
Le Goff Café,4.3
Le Roux Café,4.1
Leroux et Fils Café,3.7
Bousquet Café,3.1
Bourdon Café,3.1
Mendès Café,3.8
Martins Giraud S.A.S. Café,3.8
Lefebvre SA Café,4.7
Mercier S.A.S. Café,4.0
Gaillard Café,3.7
Gaillard Café,4.2
Pruvost SARL Café,3.6
Benard Pierre S.A.R.L. Café,3.2
Bernier Café,3.2
Martinez Café,4.6
Perret Evrard S.A. Café,4.6
Duhamel S.A. Café,4.1
Adam Café,4.3
Morel Klein SA Café,4.1
Legrand S.A.S. Café,4.4
Aubry Café,3.0
Breton Letellier S.A.S. Café,3.6
Lombard Café,3.3
Lamy Café,3.1
Baudry SA Café,3.6
Bouvet Café,4.2
Gauthier et Fils Café,4.3
Guérin Roussel S.A. Café,4.0
Menard Café,4.7
Texier Bigot et Fils Café,4.5
Arnaud Goncalves SARL Café,4.4
Mace Café,4.9
Loiseau Café,5.0
Morel Café,4.2
Goncalves Lamy S.A.S. Café,3.6
Becker SARL Café,5.0
Colas Café,4.4
Brun Café,4.2
Laine Guérin SA Café,3.8
Marques SARL Café,4.0
Moreno SARL Café,3.0
Aubry Café,3.9
Besson Pinto et Fils Café,4.0
Bruneau Richard SA Café,5.0
Chevalier Café,3.7
Maillet Café,3.4
Pires Lelièvre S.A.R.L. Café,4.8
Lévêque S.A. Café,4.9
Merle Café,4.1
Dubois Café,4.5
Boulay S.A.R.L. Café,4.3
Blanchet Café,3.6
Bouvet Café,3.0
Berthelot Café,3.6
Didier Café,4.8
Gaillard Meunier SA Café,4.7
Dijoux Café,3.0
Michaud Café,4.1
Da Costa SA Café,3.7
Léger Lemaître S.A.S. Café,3.1
Albert Café,4.9
Roux Launay SARL Café,4.6
Legendre et Fils Café,3.9
Petitjean Besson et Fils Café,4.0
Denis Arnaud S.A. Café,3.3
Roger Pons S.A. Café,3.9
Bouvier Café,4.1
Pinto Café,4.5
Perrot S.A.R.L. Café,3.8
Goncalves Café,4.8
Chevallier Rousseau et Fils Café,4.6
Millet et Fils Café,4.1
Le Goff Pottier SA Café,4.2
Becker Rey S.A. Café,3.3
Richard Café,4.7
Masson Boutin SARL Café,4.3
Gilles Leclercq SA Café,4.8
Maréchal Café,4.3
Bouvier Café,4.1
Le Roux Café,4.7
Moreau Perrier SA Café,4.4
Gaillard Café,4.4
Gaillard Café,4.7
Grégoire Costa S.A.R.L. Café,3.1
Morvan Café,3.7
Besson Café,3.9
Rivière Perez S.A.R.L. Café,3.9
Gonzalez S.A.R.L. Café,4.8
Delaunay et Fils Café,3.1
Roger Café,3.9
Picard Café,3.3
Bodin Gomez S.A. Café,3.9
Gallet Café,3.3
Bigot Café,4.8
Thomas Philippe S.A.S. Café,3.3
Gillet Café,3.6
Carlier Café,3.1
Germain Café,4.5
Pasquier Café,3.9
Legrand Marie SA Café,3.9
Collin Café,4.5
Petit Café,3.7
Lombard Delmas SARL Café,4.5
Dias S.A.R.L. Café,3.1
Laroche S.A.S. Café,4.8
Schneider Café,4.6
Chartier S.A. Café,4.2
Ledoux S.A. Café,3.2
Pichon S.A. Café,4.5
Boutin Maréchal S.A. Café,4.4
Lambert Royer S.A.R.L. Café,4.4
Descamps Café,4.9
Potier S.A. Café,4.6
Petit Café,4.9
Blot et Fils Café,4.9
Allard Café,4.1
Fernandez Café,4.4
Étienne Café,5.0
Hoareau Leroux S.A. Café,4.7
Alexandre Café,3.9
Brun Café,4.1
Marques S.A.R.L. Café,3.3
Labbé Café,3.4
Mathieu S.A.S. Café,3.4
Lopes S.A.R.L. Café,4.2
Garcia Thierry SARL Café,4.1
Grenier Café,3.3
Martin Lévêque SA Café,3.6
Louis SARL Café,3.7
Vincent Café,4.1
Bonneau S.A.S. Café,3.4
Blanc Café,4.0
Marin Café,4.7
Didier Café,3.8
Charpentier Café,4.1
Brunel Weiss et Fils Café,4.7
Descamps SA Café,3.5
Foucher Café,4.5
Lebreton SA Café,4.7
Torres S.A.S. Café,4.8
Germain SARL Café,3.9
Boucher Maillet SA Café,3.3
Lemaître Café,3.9
Bernard Café,4.0
Fouquet et Fils Café,3.1
Le Roux Gimenez SA Café,3.4
Cordier Gautier SA Café,3.7
Morvan Rolland S.A. Café,4.3
Rolland Café,3.3
Payet Café,3.9
Mallet SARL Café,4.9
Jean Menard SARL Café,4.7
Simon Toussaint et Fils Café,3.4
Rousset Café,3.1
Rodriguez S.A.R.L. Café,3.9
Chauvet Fontaine SARL Café,3.3
Benard Traore SARL Café,3.4
Mendès Café,4.9
Normand Besnard SA Café,4.3
Joseph SARL Café,4.3
Charpentier Normand et Fils Café,4.1
Paul Evrard et Fils Café,4.3
Hamon Café,4.0
Benoit Lacombe S.A. Café,4.1
Valentin et Fils Café,3.2
Giraud Picard SA Café,4.6
Menard SA Café,4.3
Jacques Café,4.0
Blot Café,3.3
Petitjean Café,3.4
Raynaud Café,4.1
Millet S.A.S. Café,4.9
Deschamps Becker SARL Café,4.2
Boulanger Café,3.7
Lefebvre Café,4.0
Baron et Fils Café,4.1
Barthelemy Chevalier S.A. Café,3.3
Thibault S.A.S. Café,5.0
Ledoux Café,4.2
Barthelemy S.A.R.L. Café,3.9
Chauveau Thibault S.A.R.L. Café,3.3
Duval S.A.S. Café,4.4
Marchand Café,3.4
Chauvet Café,3.9
Aubry Café,4.5
Legendre Café,3.0
Renaud SARL Café,3.0
Albert Picard SA Café,3.7
Pages Café,3.6
Delorme Café,4.8
Gros Boucher S.A.S. Café,4.1
Denis Café,4.0
Fontaine S.A.R.L. Café,4.4
Breton Berger S.A.R.L. Café,4.5
Lebreton Café,4.0
Bodin S.A. Café,4.1
Delannoy SARL Café,4.8
Chevallier Merle S.A.R.L. Café,4.5
Bourgeois Café,3.8
Blin Lecoq S.A.S. Café,3.8
Torres S.A.S. Café,4.5
Chauvin Café,3.6
Hebert Gautier S.A.R.L. Café,3.4
Michel Grenier S.A.R.L. Café,3.9
Da Costa Café,4.1
Perrin S.A.R.L. Café,3.4
Rodrigues SA Café,4.0
Fernandes Café,4.0
Neveu et Fils Café,3.9
Foucher et Fils Café,3.0
Dupont Café,3.2
Foucher Café,4.8
Peltier Café,4.8
Perrier Techer et Fils Café,4.9
Da Costa Café,3.8
Hamel S.A.S. Café,3.8
Maillet Café,4.3
Guyot S.A.S. Café,4.2
Blot Henry S.A.S. Café,3.4
De Oliveira SARL Café,3.6
Traore Café,3.6
Becker Café,4.0
Dijoux Café,4.3
Briand Thomas S.A.R.L. Café,4.5
Jacob Café,3.9
Moreno Dufour SA Café,4.4
Lefort Adam S.A. Café,3.6
Dumont S.A.R.L. Café,4.1
Besnard S.A.S. Café,4.1
Roussel et Fils Café,4.0
Pierre Café,3.9
Payet et Fils Café,3.8
Godard Café,4.7
Joseph Café,3.5
Paris Café,4.6
Noël Ramos S.A.S. Café,4.1
Boulay Café,3.2
Jacques Bègue et Fils Café,3.1
Renaud SA Café,4.0
Joubert Café,4.5
Langlois Café,3.6
Delannoy Café,4.5
Goncalves et Fils Café,4.7
Monnier SARL Café,4.4
Antoine Café,3.4
Weiss SA Café,3.0
Ruiz Café,4.4
Jean Café,4.7
Gay Delorme S.A. Café,3.7
Maillard Café,4.3
Nguyen Café,4.3
Blot Lévêque S.A. Café,3.4
Bertin SA Café,3.4
Vidal S.A. Café,5.0
Berger Café,4.9
Brunel S.A.S. Café,4.8
Martins Maréchal et Fils Café,4.6
Schneider Café,3.9
Lenoir Café,4.3
Costa SARL Café,4.7
Gimenez S.A.S. Café,4.9
Martinez Café,4.5
Mendès Jean et Fils Café,4.9
Jacquot S.A.R.L. Café,4.4
Lemonnier Café,4.7
Payet Café,3.8
Pereira Café,3.8
Caron Café,4.0
Clément Café,4.3
Deschamps Café,4.2
Laurent S.A.S. Café,4.5
Gaudin Café,4.9
Pineau Café,4.9
Bodin Muller SA Café,4.3
Rossi SARL Café,3.7
Paul et Fils Café,4.4
Leroux et Fils Café,4.9
Ollivier SA Café,4.9
Allard et Fils Café,3.9
Leroux Café,4.5
Joseph Poirier SARL Café,3.3
Giraud Café,3.4
Fleury Mallet S.A.S. Café,4.6
Besnard Chevallier et Fils Café,4.5
Marin Pineau et Fils Café,4.3
Pages SARL Café,4.0
Durand Mathieu S.A. Café,3.1
Lebreton Café,3.7
Chrétien Café,3.5
Lopes Café,4.0
Wagner et Fils Café,4.7
Lévêque S.A.S. Café,4.2
Dupont SARL Café,4.3
Marchand Garnier et Fils Café,3.5
Leclerc Café,3.6
Letellier SARL Café,4.6
Meunier Café,4.1
Ramos Café,3.2
Vallée et Fils Café,4.5
Dupré Lemaire S.A.S. Café,3.1
Vasseur Café,4.2
Pineau SA Café,5.0
Girard Café,3.9
Techer Maréchal S.A.S. Café,4.7
Pages Klein S.A.R.L. Café,4.9
Normand Café,3.6
Bruneau Café,4.7
Chartier Café,3.5
Bertrand Café,4.1
Boucher Café,4.2
Chauvet Café,4.1
Albert Leduc et Fils Café,4.5
Traore Jacquet SA Café,4.5
Ollivier Café,4.9
Bouvet S.A.S. Café,4.2
Blanchard Café,3.9
Daniel Café,3.4
Ferrand Café,4.3
Valette Café,3.8
Leclerc Café,3.9
Duval David S.A.S. Café,4.1
Mathieu Vallet S.A.S. Café,4.1
Riou Masson S.A. Café,3.1
Nicolas Café,4.6
Ferrand Bertrand S.A.R.L. Café,3.5
Pelletier Café,4.4
De Oliveira Hebert S.A.S. Café,3.9
Vasseur S.A. Café,3.6
Barre Giraud et Fils Café,3.4
Fouquet S.A. Café,4.6
Delahaye Lamy S.A.S. Café,4.2
Lefort Café,4.7
Benard Café,3.4
Perrot Café,4.9
Menard et Fils Café,3.7
Roger Labbé S.A. Café,3.5
Legrand Café,4.7
Benard Café,3.4
Gillet et Fils Café,4.8
Lefort Café,3.4
Hebert SARL Café,4.2
Lemaire Lopez SARL Café,4.1
Renard Café,3.4
Clerc S.A.S. Café,3.7
Lacroix Café,3.4
Rodrigues Launay S.A.R.L. Café,3.6
Lopes Café,4.7
Pons Café,4.7
Simon S.A.R.L. Café,4.4
Charles Café,3.3
Gilbert Café,3.2
Bouchet Café,4.3
Leclercq SA Café,3.6
Dumas Café,4.8
Gautier Café,3.7
Parent et Fils Café,4.5
Charles Café,4.4
Ferreira Café,3.2
Hubert S.A. Café,3.7
Renaud Café,3.6
Delattre Café,3.7
Ferreira Café,3.1
Dupont Café,4.0
Thomas Café,4.1
Hardy Bègue SA Café,4.0
Arnaud S.A. Café,4.8
Thibault et Fils Café,3.1
Ramos Delaunay S.A.S. Café,3.3
Brun Café,3.9
Renard Café,3.9
Blanchet Café,3.6
Martineau Legrand S.A.R.L. Café,4.1
Roche Café,4.4
Voisin Café,4.2
Pelletier S.A.S. Café,3.7
Lenoir S.A. Café,3.7
Imbert Café,4.1
Colas Georges S.A.R.L. Café,3.3
Tessier SA Café,3.7
Nguyen Laroche SARL Café,3.7
Lefebvre Thomas et Fils Café,4.5
De Sousa Café,3.4
Humbert Café,3.2
Cordier S.A.S. Café,3.8
Hamel Ollivier S.A.R.L. Café,4.0
Bailly Fischer S.A. Café,3.1
Fernandes Blin SARL Café,4.8
Cohen Café,3.1
Poirier Café,3.8
Turpin Café,3.5
Delaunay Café,3.1
Cordier Café,3.9
Royer Café,3.5
Jean Café,4.7
Goncalves SA Café,3.9
Lefort Café,4.7
Sauvage Café,3.6
Auger Lesage SA Café,4.7
Guillot Café,3.2
Torres Café,4.2
Royer Pires SA Café,4.7
Lagarde Café,4.8
Antoine Café,4.0
Guibert Café,3.5
Gauthier SARL Café,4.6
Alves Café,4.8
Le Gall De Sousa S.A. Café,4.4
Bouvet S.A.S. Café,4.1
Caron SARL Café,3.9
Carpentier SA Café,3.2
Poulain Café,4.8
Letellier Café,4.5
Leconte SARL Café,3.8
Bouvet Lamy et Fils Café,3.5
Boyer Café,3.9
Marie SA Café,4.4
Bonnin Valentin et Fils Café,4.5
Loiseau S.A.S. Café,4.4
Barbier S.A.R.L. Café,3.2
Laurent Café,4.9
Le Goff Tanguy S.A.R.L. Café,4.6
Gautier Café,3.9
Tanguy Café,3.7
Giraud Mendès S.A.S. Café,4.4
Robin Café,4.6
Paul Café,3.8
Joubert Moulin S.A.R.L. Café,4.4
Picard Café,3.6
Fischer S.A. Café,3.8
Didier Café,3.4
Leduc Café,3.9
Seguin Café,3.4
Weber Vidal SA Café,4.0
Evrard SA Café,4.3
Royer Café,4.3
Rocher Café,3.3
Gauthier SA Café,4.8
Bodin Sauvage S.A. Café,4.4
Neveu S.A.R.L. Café,4.1
Morel Langlois S.A. Café,3.7
Dijoux Faure et Fils Café,4.7
Laurent Chrétien S.A.S. Café,5.0
Girard Café,4.1
Royer Café,3.0
Henry et Fils Café,3.6
Fabre S.A. Café,3.7
Fleury Blanc et Fils Café,4.1
Bonnin Café,3.5
Godard SA Café,4.7
Bodin et Fils Café,3.3
Maurice Café,4.9
Gaillard Café,3.4
Blot Café,3.1
Mathieu SARL Café,3.2
Nguyen Jean SA Café,3.3
Barbe Café,3.5
Legrand Café,3.9
Fouquet Café,4.6
Leduc Café,3.7
De Oliveira Café,4.6
Hamon Café,4.1
Adam SA Café,4.8
Morvan Café,3.3
Lefebvre Café,4.3
Leclerc Café,4.5
Gay Café,4.3
Boulay S.A.R.L. Café,4.6
Léger Café,3.1
Tanguy Café,4.7
Rodrigues Café,4.2
Gautier Café,4.7
Colin Café,5.0
Maréchal Café,4.1
Dufour Letellier et Fils Café,3.4
Mary Café,3.4
Payet Café,3.9
Marchal Café,3.1
Hamon Café,4.4
Maillard Hubert SA Café,3.9
Perez Café,4.9
Techer S.A.R.L. Café,3.9
Mathieu S.A.S. Café,3.9
Dos Santos Robin S.A.S. Café,4.6
Lombard Café,3.1
Chrétien Café,3.6
Lévy et Fils Café,3.1
